"province";"sex";"nationality";"age";"house_size";"type_contract";"single";"married";"separated";"widowed";"divorced";"edu0";"edu1";"edu2";"edu3";"eq_house_disp_inc";"house_cost"
18;1;1;64;4;1;0;0;0;1;0;0;0;1;0;61626;436
18;0;1;59;1;1;1;0;0;0;0;0;1;0;0;20680;584
18;1;1;48;3;1;0;1;0;0;0;0;1;0;0;13526,66667;98
18;1;1;47;3;1;0;1;0;0;0;0;0;1;0;21182,22222;218
18;1;1;45;4;1;0;1;0;0;0;0;0;1;0;14405,21739;238
18;1;1;81;2;1;0;1;0;0;0;0;1;0;0;10739,33333;985
18;1;1;65;3;1;0;1;0;0;0;0;1;0;0;19288;152
18;0;1;29;3;0;0;1;0;0;0;0;0;1;0;14745;408
18;0;1;52;2;1;0;0;0;1;0;0;1;0;0;27679,33333;123
18;1;1;33;1;1;1;0;0;0;0;0;0;1;0;17284;700
18;0;1;65;3;1;0;0;0;1;0;0;1;0;0;31644;299
18;1;1;76;2;1;0;1;0;0;0;0;1;0;0;9361,333333;323
18;1;1;74;3;1;0;1;0;0;0;0;0;0;1;58079,5;477
18;1;1;81;2;1;0;0;0;1;0;0;0;0;1;39033,33333;405
18;1;1;77;2;1;0;1;0;0;0;0;0;1;0;25395,33333;262
19;0;1;46;3;1;0;0;0;0;1;0;0;1;0;16079,5;161
19;0;1;62;1;1;0;0;0;0;1;0;0;1;0;14105;688
19;0;0;28;2;1;0;1;0;0;0;0;0;1;0;4232;657
19;1;1;45;6;1;0;1;0;0;0;0;1;0;0;13274,07407;556
19;1;1;53;2;1;0;1;0;0;0;0;1;0;0;21092;838
19;1;1;50;3;1;0;1;0;0;0;0;0;1;0;27315;320
19;1;1;71;2;1;0;1;0;0;0;0;1;0;0;14770;406
19;1;1;36;2;1;0;1;0;0;0;0;0;0;1;21020;192
19;0;1;39;1;1;1;0;0;0;0;0;0;0;1;24530;464
19;1;1;45;1;1;1;0;0;0;0;0;0;1;0;26501;83
19;0;1;81;1;1;0;0;0;1;0;0;1;0;0;7768;155
19;1;1;81;1;1;0;0;0;1;0;0;0;1;0;18857;157
19;1;1;36;1;1;1;0;0;0;0;0;0;0;1;16541;540
19;0;1;49;4;1;0;1;0;0;0;0;0;1;0;25644,34783;568
19;1;1;47;4;1;0;1;0;0;0;0;0;1;0;13216,08696;280
19;0;1;71;1;0;0;0;0;1;0;0;1;0;0;9375;420
19;1;0;45;4;1;0;1;0;0;0;0;0;0;1;16160,43478;1211
19;1;1;81;3;0;0;1;0;0;0;0;0;0;1;50736;610
19;1;1;79;2;1;0;1;0;0;0;0;1;0;0;11088;346
19;0;1;42;3;1;0;1;0;0;0;0;0;1;0;23395,55556;445
19;1;1;42;4;1;0;1;0;0;0;0;0;1;0;31154,28571;867
19;0;1;50;1;1;0;1;0;0;0;0;0;0;1;19990;334
19;1;1;59;4;1;0;1;0;0;0;0;1;0;0;16860,4;346
19;0;1;81;1;1;0;0;0;1;0;0;1;0;0;14146;142
19;1;0;43;5;1;0;1;0;0;0;0;0;1;0;9301,428571;556
19;1;1;32;3;1;0;1;0;0;0;0;0;1;0;14253,33333;301
19;1;1;69;2;1;0;1;0;0;0;0;0;0;1;34663,33333;516
19;1;1;74;1;1;1;0;0;0;0;0;0;1;0;14355;172
19;0;1;74;5;1;0;0;0;1;0;0;1;0;0;9316,333333;279
19;1;1;47;3;1;0;1;0;0;0;0;0;1;0;21124,5;212
19;1;1;60;1;1;1;0;0;0;0;0;0;1;0;19750;264
19;1;1;57;2;1;0;0;1;0;0;0;1;0;0;23574,66667;1040
19;0;1;47;1;1;1;0;0;0;0;0;0;1;0;14382;289
19;1;1;65;1;1;1;0;0;0;0;0;0;1;0;9709;734
19;1;1;46;3;0;0;1;0;0;0;0;0;1;0;24503;411
19;1;1;68;2;1;0;1;0;0;0;0;0;0;1;33826,66667;400
19;1;1;72;2;1;0;1;0;0;0;0;1;0;0;12466;141
19;1;1;32;1;1;1;0;0;0;0;0;0;0;1;19371;435
19;0;0;40;1;1;0;0;0;0;1;0;0;0;1;8745;86
19;1;1;66;2;1;0;1;0;0;0;0;0;1;0;14096;602
19;1;1;63;2;1;0;1;0;0;0;0;0;1;0;29649,33333;322
19;1;1;65;2;1;1;0;0;0;0;0;0;1;0;30223,33333;337
19;0;1;73;1;1;0;0;0;1;0;0;1;0;0;11444;91
19;1;1;55;2;1;0;1;0;0;0;0;0;1;0;31578,66667;233
20;1;1;48;4;1;0;1;0;0;0;0;0;1;0;2088,4;650
20;1;1;45;4;0;0;1;0;0;0;0;1;0;0;5591,428571;139
20;1;1;56;3;1;0;1;0;0;0;0;0;1;0;26020,5;263
20;1;1;39;2;1;1;0;0;0;0;0;0;0;1;26612;174
20;1;0;52;1;1;0;1;0;0;0;0;0;1;0;12205;495
20;1;1;48;1;1;1;0;0;0;0;0;1;0;0;24891;66
20;1;1;46;2;1;0;1;0;0;0;0;0;1;0;69452,66667;356
20;1;1;36;4;1;0;1;0;0;0;0;0;0;1;18024,76191;97
20;1;1;53;2;1;0;1;0;0;0;0;0;1;0;29575,33333;332
41;1;1;66;3;1;0;1;0;0;0;0;1;0;0;21098;241
41;0;0;39;1;1;1;0;0;0;0;0;0;0;1;35542;366
41;0;1;29;1;0;1;0;0;0;0;0;1;0;0;10620;613
41;1;1;81;1;1;0;0;0;1;0;0;1;0;0;21156;823
41;0;1;30;2;0;0;1;0;0;0;0;0;0;1;5628,461539;150
41;1;1;40;4;1;0;1;0;0;0;0;1;0;0;14037,61905;202
41;1;1;35;2;1;1;0;0;0;0;0;0;1;0;27396;775
41;1;1;36;4;1;0;1;0;0;0;0;1;0;0;10267,61905;723
41;0;1;74;1;0;0;0;0;1;0;0;1;0;0;10338;148
41;1;1;80;2;0;0;1;0;0;0;0;1;0;0;16836,66667;183
41;0;1;78;1;1;0;0;0;1;0;0;1;0;0;15061;278
41;0;1;80;1;1;0;0;0;1;0;0;1;0;0;15102;122
41;1;1;45;4;1;0;1;0;0;0;0;1;0;0;7740,952381;232
41;1;1;40;4;1;0;1;0;0;0;0;0;1;0;23387,61905;300
41;1;1;47;4;1;0;1;0;0;0;0;1;0;0;14208,26087;435
41;0;1;75;1;1;0;0;0;1;0;0;1;0;0;14339;124
41;1;1;42;2;1;0;1;0;0;0;0;0;0;1;22000,66667;309
41;1;1;36;5;1;0;1;0;0;0;0;1;0;0;12769,58333;843
41;1;1;64;2;0;0;1;0;0;0;0;1;0;0;27032,66667;308
41;1;1;69;1;1;0;1;0;0;0;0;0;1;0;14619;146
41;1;1;51;4;1;0;1;0;0;0;0;0;0;1;13369,6;172
41;0;1;48;2;1;0;0;0;0;1;0;0;1;0;26046,66667;375
41;1;1;77;2;1;0;1;0;0;0;0;1;0;0;20248,66667;78
41;1;1;81;3;1;0;1;0;0;0;0;0;0;1;39288;400
41;1;1;39;6;1;0;1;0;0;0;0;0;1;0;10504,81482;418
41;1;1;48;5;1;0;1;0;0;0;0;0;1;0;18323,07692;196
41;1;1;62;2;1;0;1;0;0;0;0;1;0;0;25919,33333;165
41;1;1;65;2;1;0;1;0;0;0;0;0;0;1;33122,66667;234
41;1;1;81;1;1;0;0;0;1;0;0;1;0;0;18303;260
41;1;1;70;2;1;0;1;0;0;0;0;1;0;0;18290;238
41;1;1;34;3;1;0;1;0;0;0;0;0;0;1;19943,33333;428
41;1;1;34;1;1;1;0;0;0;0;0;0;1;0;23926;214
41;1;1;48;3;1;0;1;0;0;0;0;1;0;0;17640,5;212
41;1;1;49;4;1;0;1;0;0;0;0;0;1;0;15646,08696;230
41;1;1;56;2;1;0;0;0;0;1;0;1;0;0;29386;335
41;1;1;66;3;1;0;1;0;0;0;0;1;0;0;14827;117
41;1;1;52;4;1;0;1;0;0;0;0;0;1;0;7996;227
41;1;1;51;1;1;0;0;0;0;1;0;0;1;0;21275;98
41;0;1;43;3;1;0;0;1;0;0;0;0;0;1;15982,77778;125
41;1;1;37;3;1;0;0;1;0;0;0;1;0;0;22772,77778;659
41;1;1;44;1;0;1;0;0;0;0;0;0;1;0;11382;48
41;0;1;78;1;1;0;0;0;1;0;0;1;0;0;18892;7
41;0;1;65;2;1;0;0;0;1;0;0;1;0;0;4059,333333;443
41;1;1;68;3;1;0;1;0;0;0;0;1;0;0;13747,5;793
41;1;1;30;3;1;0;1;0;0;0;0;0;1;0;24234,44444;550
41;0;1;41;1;0;0;0;1;0;0;0;0;1;0;5836;381
41;1;1;67;3;1;0;1;0;0;0;0;1;0;0;20538,5;305
41;1;1;55;2;1;0;1;0;0;0;0;1;0;0;14802,66667;300
41;0;1;50;2;1;0;0;0;1;0;0;0;1;0;-153,8461538;62
41;1;1;26;2;1;0;1;0;0;0;0;0;1;0;25302,66667;453
41;1;1;56;3;1;0;1;0;0;0;0;0;1;0;11590,5;233
41;1;1;70;2;1;0;1;0;0;0;0;1;0;0;17442,66667;319
41;0;1;77;1;1;0;0;0;1;0;0;1;0;0;8635;177
41;1;1;58;2;1;0;1;0;0;0;0;1;0;0;26170,66667;321
41;1;1;81;2;1;0;1;0;0;0;0;1;0;0;30866,66667;169
41;0;1;76;2;0;0;1;0;0;0;0;1;0;0;5990,666667;198
41;1;1;54;3;1;0;1;0;0;0;0;0;1;0;18684;197
41;0;1;75;1;1;0;0;1;0;0;0;1;0;0;12611;108
41;1;1;65;2;1;0;1;0;0;0;0;0;1;0;37523,33333;165
41;1;1;48;1;1;0;0;1;0;0;0;0;1;0;16314;311
41;0;1;64;1;1;0;0;0;1;0;0;0;1;0;23516;285
41;0;1;45;3;1;0;0;1;0;0;0;0;1;0;17927,77778;187
41;1;1;80;2;1;0;1;0;0;0;1;0;0;0;23395,33333;111
41;1;1;45;4;1;0;1;0;0;0;0;1;0;0;13518,57143;257
41;1;1;45;3;1;0;1;0;0;0;0;1;0;0;10513,88889;633
41;0;1;61;2;1;1;0;0;0;0;0;0;0;1;32308;288
41;1;1;46;1;1;1;0;0;0;0;0;0;0;1;24681;228
41;1;1;44;1;0;0;1;0;0;0;0;1;0;0;11200;645
41;0;1;62;1;1;0;0;0;1;0;0;0;1;0;8036;146
41;1;1;81;2;1;0;1;0;0;0;0;1;0;0;17155,33333;201
41;1;1;60;1;1;1;0;0;0;0;0;0;0;1;90695;220
41;0;1;53;2;1;0;0;0;0;1;0;0;1;0;19850;743
41;1;1;69;3;1;0;1;0;0;0;0;1;0;0;15423;229
41;0;1;81;1;0;0;0;0;1;0;1;0;0;0;12430;168
41;1;1;81;2;1;0;1;0;0;0;0;0;1;0;20632;201
41;1;1;38;4;1;0;1;0;0;0;0;1;0;0;9264,761905;11
41;1;1;62;1;1;0;0;0;1;0;0;1;0;0;16801;116
41;0;1;81;1;1;0;0;0;1;0;0;1;0;0;18517;41
41;1;1;43;1;1;0;0;1;0;0;0;0;0;1;24185;751
41;1;1;43;4;1;0;1;0;0;0;0;0;1;0;3980,952381;128
41;1;1;71;4;1;0;1;0;0;0;0;1;0;0;9425,2;229
41;1;1;55;4;1;0;1;0;0;0;0;1;0;0;21967,2;180
41;0;1;79;1;1;0;0;0;1;0;0;0;1;0;25389;298
41;1;1;70;2;1;0;1;0;0;0;0;1;0;0;20047,33333;283
41;0;1;81;1;1;0;0;0;1;0;0;0;0;1;28973;416
41;0;0;50;5;0;0;0;0;0;1;0;0;0;1;3217;557
41;1;1;58;4;1;0;1;0;0;0;0;0;0;1;27434,8;326
41;1;1;52;4;1;0;1;0;0;0;0;0;1;0;14783,2;265
41;1;1;55;3;0;0;1;0;0;0;0;0;0;1;46875,5;393
41;1;1;42;1;1;0;1;0;0;0;0;1;0;0;33972;458
41;1;1;57;1;1;0;0;0;1;0;0;0;0;1;73454;524
41;0;1;40;1;1;1;0;0;0;0;0;0;1;0;48762;224
41;1;1;59;3;1;0;0;0;1;0;0;0;1;0;15136,5;278
41;0;1;53;1;1;0;0;0;1;0;0;0;0;1;9672;238
41;0;1;56;3;1;0;1;0;0;0;0;0;1;0;9642;263
41;1;1;75;2;1;0;1;0;0;0;0;1;0;0;15216,66667;286
41;1;1;49;4;1;0;1;0;0;0;0;0;1;0;18258,69565;949
41;1;1;55;4;1;0;1;0;0;0;0;1;0;0;9806,8;217
41;1;1;81;1;1;0;0;0;1;0;0;0;1;0;28118;352
41;0;1;63;1;1;1;0;0;0;0;0;0;1;0;16584;247
41;1;1;68;4;1;0;1;0;0;0;0;0;0;1;19624;321
41;1;1;44;5;1;0;1;0;0;0;0;1;0;0;16411,15385;318
41;1;1;46;4;1;0;1;0;0;0;0;1;0;0;13840,95238;282
41;1;1;56;5;1;0;1;0;0;0;0;0;1;0;12243,33333;334
41;1;1;56;4;1;0;1;0;0;0;0;0;0;1;32065,6;596
41;1;1;65;1;1;1;0;0;0;0;0;0;0;1;92688;122
41;1;1;73;4;1;0;1;0;0;0;0;0;1;0;16967,2;765
41;0;1;71;2;1;0;0;0;1;0;0;1;0;0;22412,66667;393
41;1;1;41;5;1;1;0;0;0;0;0;0;0;1;34602,5;374
41;1;1;65;3;1;0;1;0;0;0;0;1;0;0;22935,5;188
41;1;1;46;3;1;0;1;0;0;0;0;0;1;0;30620,55556;407
41;0;1;51;1;1;1;0;0;0;0;0;0;1;0;22544;223
41;1;1;70;4;1;0;1;0;0;0;0;0;1;0;14334;340
41;1;1;54;2;1;1;0;0;0;0;0;1;0;0;23147,33333;250
41;0;1;72;1;1;0;0;0;1;0;0;0;1;0;13037;202
41;1;1;77;1;1;0;0;0;1;0;0;1;0;0;14107;531
41;0;1;51;1;1;1;0;0;0;0;0;0;1;0;12683;137
41;1;1;59;4;1;0;1;0;0;0;0;0;1;0;19361,2;388
41;0;1;47;1;1;0;0;0;0;1;0;0;1;0;9318;142
42;1;0;41;4;1;0;1;0;0;0;0;0;1;0;13652,85714;407
42;1;1;63;2;1;0;0;0;1;0;0;1;0;0;32998;353
42;1;1;34;3;1;1;0;0;0;0;0;0;1;0;16950,55556;259
42;1;0;39;3;1;0;1;0;0;0;0;0;1;0;20906;425
42;1;1;65;2;1;0;1;0;0;0;0;1;0;0;12570;308
42;0;1;52;2;1;0;0;1;0;0;0;0;1;0;34670;217
42;1;0;43;4;1;0;1;0;0;0;0;1;0;0;10482,85714;308
42;1;1;63;1;1;0;0;1;0;0;0;0;1;0;38217;474
42;1;1;72;1;1;1;0;0;0;0;0;1;0;0;12027;225
42;1;1;62;3;1;0;1;0;0;0;0;1;0;0;16666;324
42;0;0;68;1;1;0;0;0;0;1;0;0;1;0;4380;117
42;0;1;69;1;1;0;0;0;1;0;0;1;0;0;11219;150
42;1;1;63;2;1;0;1;0;0;0;0;0;1;0;43205,33333;114
42;0;1;51;1;0;1;0;0;0;0;0;1;0;0;12709;318
42;0;1;65;2;1;0;0;1;0;0;0;1;0;0;27266;160
42;0;1;57;1;1;0;0;0;1;0;0;1;0;0;21928;104
42;0;1;65;6;1;0;1;0;0;0;0;1;0;0;13450,64516;537
42;1;1;56;1;1;1;0;0;0;0;0;0;1;0;9777;533
42;1;1;52;3;1;0;1;0;0;0;0;1;0;0;12757;219
42;0;1;77;1;0;0;0;0;1;0;0;1;0;0;8174;143
42;1;1;57;4;1;0;1;0;0;0;0;1;0;0;13833,2;159
42;0;1;78;1;1;1;0;0;0;0;0;0;0;1;19054;104
42;1;1;43;1;1;0;0;1;0;0;0;0;1;0;14198;160
42;1;1;54;5;0;0;1;0;0;0;0;0;1;0;12117;479
42;1;1;48;3;1;0;1;0;0;0;0;1;0;0;14046;926
42;1;1;76;2;1;0;1;0;0;0;1;0;0;0;21468,66667;234
42;0;0;29;4;1;1;0;0;0;0;0;0;1;0;0;489
42;0;1;60;1;1;1;0;0;0;0;0;0;1;0;25912;236
42;0;1;48;2;1;0;0;1;0;0;0;0;0;1;18670;158
42;1;1;58;4;1;0;1;0;0;0;0;1;0;0;12053,91304;321
42;1;1;52;1;1;1;0;0;0;0;0;0;1;0;24139;946
42;0;1;45;1;1;1;0;0;0;0;0;0;0;1;35423;12
42;1;1;41;3;1;0;1;0;0;0;0;1;0;0;4390;611
42;0;1;69;2;1;1;0;0;0;0;0;0;1;0;17694,66667;150
42;0;1;32;2;0;1;0;0;0;0;0;1;0;0;342,3076923;679
42;0;1;77;1;1;0;0;0;1;0;0;1;0;0;16757;1229
42;1;1;52;4;1;0;1;0;0;0;0;0;1;0;25518,4;326
42;1;1;49;4;1;0;1;0;0;0;0;0;1;0;20720;275
42;0;1;70;3;1;0;0;0;1;0;0;1;0;0;21795;574
42;1;1;61;2;1;0;1;0;0;0;0;0;0;1;18052,66667;408
42;1;1;67;2;1;0;1;0;0;0;0;1;0;0;10538,66667;659
42;0;1;43;1;1;1;0;0;0;0;0;0;0;1;19878;60
42;1;1;37;3;1;0;1;0;0;0;0;0;0;1;16945;222
42;1;1;35;3;1;0;1;0;0;0;0;0;1;0;22753,33333;569
42;1;1;59;2;1;0;1;0;0;0;0;1;0;0;24293,33333;266
42;1;1;66;2;1;0;1;0;0;0;0;1;0;0;10694;233
42;1;1;73;2;1;0;1;0;0;0;0;1;0;0;15034;179
42;1;1;72;2;1;0;1;0;0;0;0;1;0;0;20098;396
42;1;1;58;3;1;0;1;0;0;0;0;0;1;0;25392,77778;155
42;1;1;45;3;1;0;1;0;0;0;0;1;0;0;12410;560
42;1;1;44;3;1;0;1;0;0;0;0;1;0;0;19106,66667;169
42;1;1;70;2;1;0;1;0;0;0;0;0;0;1;12458;273
42;1;0;43;6;1;0;1;0;0;0;0;1;0;0;9866,451613;594
42;1;1;51;3;1;0;1;0;0;0;0;0;1;0;16940,55556;303
42;1;1;76;3;1;0;1;0;0;0;0;0;1;0;16430;386
42;1;0;31;3;1;1;0;0;0;0;0;0;1;0;16285;464
42;0;1;63;1;1;0;0;0;1;0;0;1;0;0;15300;150
42;1;1;57;4;1;0;1;0;0;0;0;1;0;0;28732,4;852
42;1;1;62;2;1;0;1;0;0;0;0;0;1;0;28374,66667;302
42;0;1;54;1;1;0;0;0;0;1;0;1;0;0;37089;445
42;0;1;77;1;1;1;0;0;0;0;0;0;0;1;21439;226
42;0;1;41;1;0;0;0;0;1;0;0;0;0;1;26030;295
42;1;1;81;2;1;0;1;0;0;0;0;1;0;0;11935,33333;135
42;1;1;34;2;1;0;1;0;0;0;0;0;0;1;44675,33333;833
42;0;1;49;2;1;0;0;0;1;0;0;0;1;0;18676,92308;304
42;0;0;58;1;1;0;1;0;0;0;0;1;0;0;9600;13
42;1;1;46;1;1;0;0;1;0;0;0;0;1;0;17044;31
42;0;1;58;1;0;0;0;0;1;0;0;1;0;0;13173;58
42;1;1;63;3;1;0;1;0;0;0;0;1;0;0;16012;202
42;1;1;69;1;1;0;0;1;0;0;0;0;1;0;36132;217
42;0;1;52;2;1;0;0;0;1;0;0;1;0;0;2916,666667;7
42;0;1;61;1;1;1;0;0;0;0;0;0;0;1;23280;161
42;1;1;75;2;1;0;1;0;0;0;0;1;0;0;19012;274
42;1;1;51;3;1;0;1;0;0;0;0;0;1;0;29024,44444;228
42;1;1;36;1;1;0;0;1;0;0;0;0;1;0;16504;589
42;1;1;61;1;1;1;0;0;0;0;0;1;0;0;15745;540
42;0;1;81;1;1;1;0;0;0;0;0;0;0;1;18722;208
42;0;1;46;3;1;0;0;1;0;0;0;1;0;0;9908,888889;400
42;1;1;65;1;1;0;0;0;1;0;0;1;0;0;22426;66
42;1;1;74;2;1;0;1;0;0;0;0;1;0;0;14835,33333;152
42;0;1;30;1;0;0;0;1;0;0;0;0;0;1;20264;390
42;1;1;67;2;1;0;1;0;0;0;0;0;0;1;31536,66667;268
42;1;1;64;4;0;0;1;0;0;0;0;0;0;1;34297,6;156
42;0;1;48;4;1;0;1;0;0;0;0;0;1;0;20282,8;171
42;1;1;43;4;1;0;1;0;0;0;0;0;1;0;18752,85714;198
42;1;1;57;3;1;0;1;0;0;0;0;0;1;0;11134,5;238
42;0;1;35;3;0;0;1;0;0;0;0;0;1;0;2400;738
42;1;1;80;2;1;0;1;0;0;0;0;1;0;0;11440;151
42;0;1;47;1;1;1;0;0;0;0;0;0;0;1;35217;250
42;1;1;62;3;1;0;1;0;0;0;0;1;0;0;14936;183
42;1;1;71;2;1;0;1;0;0;0;0;0;0;1;35019,33333;298
42;0;1;76;1;1;0;0;0;1;0;0;1;0;0;4378;87
42;1;1;63;4;1;0;0;0;0;1;0;0;1;0;15608,8;231
42;0;1;81;1;1;0;1;0;0;0;0;1;0;0;11545;159
42;1;1;61;2;1;0;1;0;0;0;0;0;1;0;15670,66667;343
42;1;1;68;2;1;0;1;0;0;0;0;0;1;0;17702;664
42;1;1;43;2;1;0;1;0;0;0;0;0;1;0;18586,66667;343
42;1;1;56;1;0;0;0;1;0;0;0;0;0;1;34046;523
42;0;1;44;4;1;0;1;0;0;0;0;0;0;1;36993,33333;377
42;0;1;50;2;1;0;0;1;0;0;0;0;1;0;21610;252
42;1;1;75;3;1;0;0;0;1;0;0;1;0;0;44113;228
42;1;1;58;2;1;0;1;0;0;0;0;1;0;0;17289,33333;332
42;1;1;44;4;1;1;0;0;0;0;0;0;1;0;19840;372
42;1;1;59;4;1;0;1;0;0;0;0;0;1;0;10847,82609;304
42;1;1;44;3;1;0;1;0;0;0;0;0;1;0;31883,88889;396
42;1;1;49;4;1;0;1;0;0;0;0;0;0;1;18130,86957;415
42;0;0;47;2;1;1;0;0;0;0;0;0;1;0;9812;307
42;1;1;50;4;0;0;1;0;0;0;0;1;0;0;18446,4;998
42;0;1;78;1;1;0;0;0;1;0;0;1;0;0;23251;215
42;1;1;48;3;1;0;1;0;0;0;0;1;0;0;10642,77778;234
42;1;1;44;4;1;0;1;0;0;0;0;0;1;0;7347,142857;195
42;1;1;79;2;1;0;1;0;0;0;0;0;1;0;32472,66667;795
42;0;1;57;1;1;0;1;0;0;0;0;0;1;0;3707;99
42;1;1;68;2;1;0;1;0;0;0;0;0;0;1;24701,33333;252
42;1;1;67;2;1;0;1;0;0;0;0;0;1;0;31569,33333;276
42;0;1;69;2;1;0;0;0;1;0;0;1;0;0;26128,66667;563
42;1;1;59;3;1;0;1;0;0;0;0;1;0;0;25458;236
42;0;1;48;1;1;0;1;0;0;0;0;0;1;0;15954;80
42;1;1;69;2;1;0;1;0;0;0;0;0;0;1;19324;579
42;0;1;56;1;1;0;0;0;0;1;0;0;0;1;52804;366
42;1;1;59;2;1;0;1;0;0;0;0;0;1;0;29516,66667;298
42;1;1;60;3;1;0;1;0;0;0;0;1;0;0;3709;108
42;1;1;49;1;1;1;0;0;0;0;0;1;0;0;17722;99
42;0;1;64;2;1;0;0;0;1;0;0;1;0;0;16988;424
42;1;1;48;1;1;0;0;0;0;1;0;0;1;0;18413;94
42;1;1;73;2;1;0;1;0;0;0;1;0;0;0;2568;170
42;1;1;69;2;0;0;1;0;0;0;1;0;0;0;8252,666667;101
42;1;1;37;4;1;1;0;0;0;0;0;1;0;0;17825,2381;716
42;0;1;32;2;1;1;0;0;0;0;0;0;1;0;22236;484
42;0;0;35;2;1;0;1;0;0;0;0;0;1;0;23008;535
42;1;1;36;3;1;0;1;0;0;0;0;0;1;0;19984,44444;735
42;1;1;42;5;1;0;1;0;0;0;0;0;1;0;13755,76923;1669
42;1;1;78;2;1;0;1;0;0;0;0;1;0;0;21412;309
42;1;1;60;1;1;1;0;0;0;0;0;0;1;0;23375;242
42;1;1;55;4;1;0;1;0;0;0;0;1;0;0;15623,6;283
42;0;1;33;1;1;1;0;0;0;0;0;0;0;1;11760;626
42;1;1;58;4;1;0;1;0;0;0;0;0;1;0;15044,4;235
42;1;1;69;2;1;0;1;0;0;0;0;1;0;0;1185,333333;131
42;1;1;60;1;1;1;0;0;0;0;0;1;0;0;28011;512
42;1;1;64;2;1;1;0;0;0;0;0;1;0;0;9706;167
42;0;1;60;4;1;0;0;0;1;0;0;1;0;0;19663,91304;226
42;1;1;60;1;1;1;0;0;0;0;0;0;1;0;9880;635
42;1;1;55;1;1;0;0;1;0;0;0;0;0;1;43645;191
42;1;1;34;6;1;0;1;0;0;0;0;1;0;0;16255,16129;98
42;1;1;52;4;1;0;1;0;0;0;0;0;1;0;28990;359
42;1;1;55;4;0;0;1;0;0;0;0;1;0;0;10953,6;67
42;1;1;69;3;1;0;1;0;0;0;1;0;0;0;14720;710
42;1;1;49;5;1;1;0;0;0;0;0;1;0;0;9956,428571;361
42;1;0;53;3;1;0;1;0;0;0;0;0;0;1;13518,5;38
42;0;1;66;2;1;0;1;0;0;0;0;0;0;1;43718,66667;954
42;1;1;51;3;1;0;1;0;0;0;0;1;0;0;24626,5;215
42;1;1;62;1;1;0;0;1;0;0;0;0;1;0;18691;223
42;1;1;62;4;1;0;1;0;0;0;0;0;1;0;39378;480
42;1;1;31;1;0;1;0;0;0;0;0;0;0;1;21452;394
42;1;1;65;1;1;0;0;0;1;0;0;1;0;0;31028;237
42;1;1;63;3;1;0;1;0;0;0;0;1;0;0;5337;188
42;0;1;54;2;1;0;0;0;0;1;0;0;1;0;23010,66667;756
42;0;1;47;3;1;0;1;0;0;0;0;0;1;0;17562,77778;292
42;1;1;64;1;1;1;0;0;0;0;0;0;1;0;18866;207
42;1;0;46;7;1;0;1;0;0;0;0;0;1;0;14756,57895;717
42;1;1;47;3;1;0;1;0;0;0;0;0;1;0;17178,33333;211
42;0;1;59;2;1;1;0;0;0;0;0;0;1;0;13579,33333;207
42;1;1;80;1;1;1;0;0;0;0;0;0;1;0;16941;69
42;1;1;81;2;1;0;1;0;0;0;0;1;0;0;26764;336
42;0;1;75;1;1;0;0;0;1;0;0;0;1;0;41284;272
42;1;1;42;5;1;0;1;0;0;0;0;0;1;0;10561,53846;465
42;1;1;29;2;0;1;0;0;0;0;0;0;1;0;46328,66667;259
42;1;1;76;3;1;0;1;0;0;0;0;1;0;0;12669;433
42;1;1;37;3;1;0;1;0;0;0;0;0;1;0;21793,88889;519
42;1;1;55;3;1;0;1;0;0;0;0;0;1;0;47542;387
42;1;1;52;4;1;0;1;0;0;0;0;1;0;0;10609,2;192
42;1;1;59;3;1;0;1;0;0;0;0;1;0;0;12480,5;163
42;0;1;71;1;1;0;0;0;1;0;0;0;1;0;17479;9
42;0;1;76;1;1;0;0;0;1;0;0;1;0;0;13499;157
42;0;1;72;1;0;0;0;0;1;0;0;1;0;0;1024;162
42;1;1;41;2;1;0;1;0;0;0;0;0;0;1;36530,66667;262
42;1;1;70;2;1;0;1;0;0;0;0;1;0;0;19083,33333;593
42;1;1;60;3;1;0;1;0;0;0;0;0;1;0;45668,5;174
42;1;1;81;1;1;1;0;0;0;0;0;1;0;0;12784;178
42;0;0;46;1;1;0;1;0;0;0;0;0;0;1;11791;7
42;0;1;81;1;1;1;0;0;0;0;0;0;0;1;17283;253
42;1;1;43;3;1;0;1;0;0;0;0;0;1;0;25261,66667;590
42;0;1;81;1;0;0;0;0;1;0;0;1;0;0;12611;227
42;0;1;79;1;1;0;1;0;0;0;0;0;0;1;14205;185
42;1;1;43;5;1;0;1;0;0;0;0;1;0;0;14231,53846;738
42;1;1;81;3;1;0;1;0;0;0;0;1;0;0;15843,5;195
42;1;1;45;4;1;0;1;0;0;0;0;0;1;0;25692,17391;182
42;1;1;46;1;1;1;0;0;0;0;0;0;1;0;13690;197
42;1;1;70;1;1;1;0;0;0;0;0;0;1;0;31491;152
42;0;1;32;2;0;1;0;0;0;0;0;0;0;1;21,33333333;825
42;1;1;54;3;1;0;1;0;0;0;0;1;0;0;19041;371
42;0;1;42;4;1;0;1;0;0;0;0;0;1;0;21060;304
42;0;1;59;3;1;0;0;0;1;0;0;0;1;0;43560;691
42;1;1;57;3;1;0;1;0;0;0;0;0;1;0;28518,5;445
42;1;1;42;2;1;0;1;0;0;0;0;0;1;0;31910,66667;355
42;0;1;57;2;0;0;0;0;1;0;0;1;0;0;16817,33333;113
