"province";"sex";"nationality";"age";"house_size";"type_contract";"single";"married";"separated";"widowed";"divorced";"edu0";"edu1";"edu2";"edu3";"eq_house_disp_inc";"house_cost"
12;0;1;70;3;1;0;0;0;1;0;0;1;0;0;5850;262
12;1;1;66;2;1;0;1;0;0;0;0;0;1;0;19560,66667;734
12;0;1;80;1;1;0;0;0;1;0;0;0;1;0;29326;118
12;1;1;65;2;1;0;1;0;0;0;0;1;0;0;24528,66667;558
12;1;1;33;4;1;0;1;0;0;0;0;1;0;0;13131,42857;862
12;1;1;79;3;1;0;1;0;0;0;0;0;0;1;31723,5;407
12;1;1;58;4;1;0;1;0;0;0;0;0;1;0;31006,52174;351
12;1;1;46;2;1;1;0;0;0;0;0;0;1;0;27430,66667;423
12;1;1;81;2;1;0;1;0;0;0;0;1;0;0;20977,33333;273
12;1;1;73;2;1;0;1;0;0;0;0;1;0;0;18606,66667;278
12;0;1;79;2;1;0;0;0;1;0;0;1;0;0;20974,66667;702
12;1;1;65;3;0;0;1;0;0;0;0;1;0;0;9781,5;188
12;1;1;45;3;1;0;1;0;0;0;0;1;0;0;13882;208
12;0;1;66;1;1;0;0;0;0;1;0;0;1;0;22998;129
12;1;1;37;4;1;0;1;0;0;0;0;1;0;0;10228,57143;148
12;1;1;72;2;1;0;1;0;0;0;0;1;0;0;11091,33333;711
12;1;1;61;3;1;0;1;0;0;0;0;0;0;1;15905;229
12;1;1;81;2;1;0;1;0;0;0;0;1;0;0;13140;212
12;0;1;37;2;1;0;0;1;0;0;0;0;0;1;15286,92308;611
12;1;1;69;3;1;0;1;0;0;0;0;1;0;0;20169;135
12;1;1;70;3;1;0;1;0;0;0;0;0;1;0;24388;304
12;0;1;38;3;1;0;0;1;0;0;0;0;1;0;62658,88889;1095
12;1;1;59;4;1;0;1;0;0;0;0;0;1;0;25590,4;187
12;0;1;55;5;1;0;0;0;1;0;0;1;0;0;20159,61539;400
12;1;1;36;1;1;1;0;0;0;0;0;0;0;1;45539;303
12;1;1;38;3;1;0;1;0;0;0;0;0;0;1;23195,55556;628
12;1;1;75;2;1;0;1;0;0;0;0;1;0;0;22104,66667;453
12;1;1;38;4;1;0;1;0;0;0;0;0;1;0;22025,2381;335
12;1;1;57;3;1;0;1;0;0;0;0;0;1;0;15430,5;9
12;1;1;64;3;1;0;1;0;0;0;0;0;1;0;26725,5;298
12;0;1;26;2;1;1;0;0;0;0;0;0;1;0;21258,66667;497
12;1;1;55;4;1;0;1;0;0;0;0;0;1;0;23682,8;333
12;1;0;68;2;1;0;1;0;0;0;0;0;1;0;7786,666667;678
12;0;1;52;3;1;0;1;0;0;0;0;0;0;1;36846,5;242
12;0;1;58;2;1;0;0;0;1;0;0;0;1;0;8478;202
12;1;1;50;5;1;0;1;0;0;0;0;1;0;0;4285,714286;259
12;1;1;69;1;1;1;0;0;0;0;0;1;0;0;19600;161
12;1;1;71;2;1;0;1;0;0;0;0;0;1;0;23726;214
12;1;1;33;2;1;0;1;0;0;0;0;0;1;0;8834,666667;119
12;0;1;39;2;1;1;0;0;0;0;0;0;1;0;23844;622
12;1;1;39;3;0;0;1;0;0;0;0;0;0;1;14344,44444;415
12;0;1;41;4;1;0;1;0;0;0;0;0;1;0;13650;873
12;0;1;58;1;1;1;0;0;0;0;0;0;1;0;12096;79
12;0;1;77;1;0;0;0;0;1;0;0;1;0;0;13462;500
12;1;1;67;2;1;0;1;0;0;0;0;1;0;0;15530,66667;675
13;1;1;43;3;1;0;1;0;0;0;0;0;0;1;40601,11111;432
13;1;1;69;2;1;0;1;0;0;0;0;1;0;0;22158;248
13;1;1;73;3;1;0;1;0;0;0;0;1;0;0;21139;359
13;0;1;81;1;1;0;0;0;1;0;0;0;1;0;33982;279
13;0;1;45;3;1;0;0;0;1;0;0;1;0;0;9637;854
13;1;1;43;3;1;0;1;0;0;0;0;1;0;0;18740,55556;184
13;1;1;74;5;1;0;1;0;0;0;0;0;1;0;29206,33333;573
13;1;1;67;2;0;0;1;0;0;0;0;0;1;0;5060;281
13;1;1;80;2;1;0;1;0;0;0;0;0;1;0;38202,66667;458
13;1;1;48;2;1;0;1;0;0;0;0;1;0;0;22147,33333;555
13;1;1;34;4;1;0;1;0;0;0;0;0;0;1;19476,19048;417
13;1;1;81;1;1;0;0;0;1;0;0;1;0;0;20567;123
13;0;1;67;2;0;0;0;0;1;0;0;0;0;1;15864,66667;408
13;1;1;32;2;1;1;0;0;0;0;0;0;0;1;27176;765
13;1;1;68;3;1;0;1;0;0;0;0;1;0;0;14310,5;123
13;0;1;31;2;1;1;0;0;0;0;0;0;1;0;21343,33333;753
13;0;1;67;1;0;0;0;0;0;1;0;1;0;0;6057;157
13;0;1;76;1;1;1;0;0;0;0;0;0;1;0;19592;358
13;0;1;58;3;1;0;1;0;0;0;0;0;1;0;43208,5;861
13;1;1;48;4;1;0;1;0;0;0;0;0;1;0;24132;316
13;0;1;42;2;1;0;0;0;0;1;0;0;1;0;20353,84615;281
13;0;1;81;1;1;0;0;0;1;0;0;1;0;0;19516;237
13;0;1;81;1;0;0;0;0;1;0;1;0;0;0;10199;254
13;0;1;38;3;1;0;0;0;0;1;0;0;1;0;9017,5;254
13;0;1;58;2;0;0;0;0;1;0;0;1;0;0;4272,666667;95
13;1;1;81;2;1;0;1;0;0;0;0;0;1;0;34158;321
13;1;1;32;1;1;1;0;0;0;0;0;0;1;0;24426;512
13;0;1;60;2;1;0;0;0;0;1;0;0;1;0;14922,66667;869
13;1;1;66;2;1;0;1;0;0;0;0;1;0;0;19376,66667;435
13;0;1;81;1;1;0;0;0;1;0;0;1;0;0;13031;171
13;1;0;33;4;1;0;1;0;0;0;0;0;1;0;21830;1008
13;0;1;65;2;0;0;1;0;0;0;0;0;1;0;36701,33333;92
13;1;1;34;1;0;1;0;0;0;0;0;0;0;1;21639;352
13;0;1;80;2;1;0;0;0;1;0;0;0;1;0;22633,33333;180
13;1;1;77;4;1;0;1;0;0;0;0;1;0;0;11831,6;210
13;1;1;68;2;1;0;1;0;0;0;1;0;0;0;12297,33333;367
13;1;1;66;2;1;0;1;0;0;0;0;1;0;0;41740,66667;171
13;1;1;81;2;1;0;1;0;0;0;0;1;0;0;14734,66667;151
13;1;1;40;4;1;0;1;0;0;0;0;1;0;0;9419,130435;476
13;1;1;76;1;1;0;0;0;1;0;0;0;0;1;47870;145
13;0;1;71;1;1;0;0;0;1;0;0;0;1;0;18384;199
13;1;1;58;4;1;0;1;0;0;0;1;0;0;0;12924,4;113
13;0;0;49;2;0;0;0;1;0;0;0;0;0;1;8463,333333;1019
13;1;1;58;1;1;0;0;0;1;0;0;1;0;0;11033;195
13;1;1;33;3;1;0;1;0;0;0;0;0;1;0;15620,55556;140
13;1;1;65;2;1;0;1;0;0;0;0;1;0;0;25383,33333;389
13;1;1;77;2;1;0;1;0;0;0;0;1;0;0;12689,33333;238
13;1;1;81;2;1;0;1;0;0;0;0;1;0;0;21385,33333;256
13;0;1;41;3;1;0;1;0;0;0;0;1;0;0;15385;297
13;1;1;67;2;1;0;1;0;0;0;0;0;1;0;29758;312
13;1;1;51;4;1;0;1;0;0;0;0;1;0;0;11666;592
13;1;1;67;3;1;0;1;0;0;0;0;1;0;0;14771;219
13;0;1;42;4;0;0;0;1;0;0;0;1;0;0;8339,2;126
13;1;1;76;3;1;0;1;0;0;0;0;0;1;0;21198,5;358
13;1;1;67;2;1;0;1;0;0;0;0;0;1;0;29972;263
13;0;1;56;1;1;0;0;0;1;0;0;0;1;0;28117;265
13;1;1;48;3;1;0;1;0;0;0;0;1;0;0;22728,5;409
13;1;0;33;3;1;1;0;0;0;0;0;0;1;0;23239,44444;910
13;0;1;48;2;1;0;0;0;1;0;0;1;0;0;17416;217
13;1;1;64;2;1;0;1;0;0;0;0;0;0;1;35046;263
13;1;1;32;1;1;1;0;0;0;0;0;1;0;0;10073;404
14;0;1;69;1;0;1;0;0;0;0;0;1;0;0;8294;68
14;1;1;51;4;1;0;1;0;0;0;0;0;1;0;11643,2;257
14;1;1;81;1;1;0;0;0;1;0;0;0;1;0;30625;193
14;1;1;53;3;1;0;1;0;0;0;0;1;0;0;10154;265
14;0;1;47;3;1;0;0;0;1;0;0;0;0;1;18245;792
14;0;1;55;1;1;1;0;0;0;0;0;0;1;0;26887;175
14;0;1;57;1;1;1;0;0;0;0;0;0;1;0;25179;81
14;0;1;59;2;1;0;1;0;0;0;0;1;0;0;11266,66667;178
14;0;1;70;1;1;0;0;0;1;0;0;0;1;0;32179;253
14;1;1;79;2;1;0;1;0;0;0;0;1;0;0;16606;245
14;0;1;77;1;1;0;0;0;1;0;1;0;0;0;20205;224
14;1;1;45;5;1;1;0;0;0;0;0;0;0;1;23137,5;365
14;1;1;45;4;1;0;1;0;0;0;0;1;0;0;17073,80952;338
14;1;1;62;1;1;0;0;0;0;1;0;0;1;0;3039;213
15;1;1;61;2;1;0;1;0;0;0;0;0;1;0;23628;178
15;0;1;49;3;0;0;1;0;0;0;0;1;0;0;11427,5;150
15;0;1;51;2;1;0;0;0;0;1;0;0;1;0;24878,66667;632
15;1;1;60;2;1;0;1;0;0;0;0;1;0;0;32210;444
15;0;1;77;4;1;0;0;0;1;0;0;1;0;0;18692,8;247
15;1;1;48;4;1;0;1;0;0;0;0;0;1;0;35505,71429;1750
15;1;1;38;3;1;0;1;0;0;0;0;1;0;0;26181,11111;150
15;1;1;48;3;1;0;1;0;0;0;0;0;1;0;17524,44444;121
15;1;1;49;5;1;0;1;0;0;0;0;0;0;1;18296,66667;208
15;1;1;60;2;1;0;1;0;0;0;0;1;0;0;17427,33333;419
15;1;1;36;4;0;0;1;0;0;0;0;1;0;0;10680,47619;158
15;1;0;36;1;0;0;1;0;0;0;0;0;1;0;22952;766
15;1;0;45;1;1;0;1;0;0;0;0;0;0;1;17574;695
15;1;1;77;3;1;0;1;0;0;0;0;1;0;0;8298;225
15;0;1;54;2;1;0;0;1;0;0;0;1;0;0;13252,66667;323
15;0;1;75;1;0;0;0;0;1;0;0;1;0;0;8175;217
15;1;1;51;3;1;0;0;0;0;1;0;0;1;0;29334,44444;166
15;0;1;29;1;0;1;0;0;0;0;0;0;0;1;14194;866
15;1;1;34;1;1;0;0;1;0;0;0;0;1;0;21701;335
15;1;1;60;4;1;0;1;0;0;0;0;1;0;0;14803,2;240
15;1;1;50;5;1;0;1;0;0;0;0;0;1;0;16149,66667;358
15;1;1;53;5;1;0;1;0;0;0;0;1;0;0;13968,66667;420
15;0;1;54;2;0;0;1;0;0;0;0;0;1;0;5600;187
15;0;1;64;1;1;0;0;0;1;0;0;0;1;0;22547;372
15;1;1;59;2;0;0;0;0;0;1;1;0;0;0;21684;525
15;1;1;55;3;1;0;1;0;0;0;0;0;1;0;18241;246
15;1;1;48;3;0;0;1;0;0;0;0;1;0;0;10656,5;255
15;0;1;81;1;1;0;0;0;1;0;0;1;0;0;7856;135
15;1;1;77;2;1;0;1;0;0;0;0;1;0;0;20106,66667;150
15;0;1;70;5;1;0;0;0;1;0;0;1;0;0;12509,28571;201
15;1;1;29;3;0;0;1;0;0;0;0;1;0;0;1111,111111;542
15;1;1;74;2;1;0;1;0;0;0;0;1;0;0;14571,33333;171
15;1;1;57;4;1;0;1;0;0;0;0;0;0;1;30973,6;467
15;1;1;56;1;1;1;0;0;0;0;0;0;1;0;17059;156
15;1;1;61;4;1;0;1;0;0;0;0;0;0;1;25226,4;123
15;1;1;69;1;1;1;0;0;0;0;0;1;0;0;14557;138
15;1;1;60;2;1;0;1;0;0;0;0;0;1;0;4528;511
15;0;1;58;3;1;0;0;0;1;0;0;0;1;0;15926;132
15;1;1;40;2;1;0;1;0;0;0;0;0;1;0;33358,66667;216
15;1;1;79;1;0;0;0;0;1;0;1;0;0;0;7073;18
15;1;1;81;2;1;0;1;0;0;0;0;1;0;0;18130,66667;258
15;0;1;45;2;1;0;0;0;0;1;0;0;1;0;17557,33333;526
15;0;1;48;5;0;0;1;0;0;0;0;1;0;0;15842,5;439
15;1;1;77;2;1;0;1;0;0;0;0;1;0;0;6378;22
15;0;1;37;2;1;1;0;0;0;0;0;0;1;0;13641,33333;124
15;1;1;66;2;1;0;1;0;0;0;0;1;0;0;14878,66667;323
15;0;1;79;1;1;0;0;0;1;0;0;0;1;0;13319;223
15;1;1;55;3;1;0;1;0;0;0;0;0;1;0;22192,5;415
15;0;1;66;1;1;0;0;0;0;1;0;0;1;0;29673;254
15;1;1;72;2;1;0;1;0;0;0;0;0;1;0;14232;183
15;1;1;66;2;1;0;1;0;0;0;0;1;0;0;16555,33333;211
15;0;1;81;1;1;0;0;0;1;0;0;1;0;0;21244;352
15;1;1;48;3;1;0;1;0;0;0;0;0;1;0;25098,88889;782
15;1;1;53;4;1;0;1;0;0;0;0;0;1;0;21625,65217;544
15;0;1;40;2;1;0;1;0;0;0;0;0;1;0;23446;737
15;1;1;58;1;1;0;0;0;1;0;0;0;0;1;54544;255
15;0;1;32;1;1;1;0;0;0;0;0;0;1;0;14138;523
15;0;1;81;1;1;0;0;0;1;0;0;0;1;0;25467;191
15;1;1;48;1;1;1;0;0;0;0;0;0;0;1;12312;183
15;1;1;64;2;1;0;1;0;0;0;0;1;0;0;23022;173
15;1;1;64;1;1;1;0;0;0;0;0;1;0;0;3168;239
15;1;1;60;3;1;0;1;0;0;0;0;0;1;0;32819,5;299
15;0;1;45;1;1;0;1;0;0;0;0;0;1;0;24346;559
15;0;1;71;1;1;0;0;1;0;0;0;0;0;1;17199;427
15;0;1;63;3;1;0;0;0;1;0;0;1;0;0;9170;392
15;0;1;48;3;1;0;1;0;0;0;0;0;1;0;51568,88889;301
15;1;1;80;2;1;0;1;0;0;0;0;0;1;0;13794,66667;192
15;0;1;64;1;1;0;0;0;0;1;0;0;1;0;12252;368
15;1;1;52;3;1;0;1;0;0;0;0;0;1;0;24056;268
15;0;1;59;1;1;1;0;0;0;0;0;0;0;1;15087;273
15;1;1;34;3;1;1;0;0;0;0;0;0;1;0;15272,22222;252
15;0;1;71;2;1;0;0;0;0;1;0;0;0;1;34896;173
15;0;1;81;2;0;0;0;0;1;0;0;1;0;0;9992,666667;292
15;0;1;81;1;1;0;0;0;1;0;0;1;0;0;9243;166
15;1;1;79;2;1;0;1;0;0;0;0;1;0;0;20228,66667;292
15;1;1;74;2;1;0;1;0;0;0;0;1;0;0;18010;238
15;1;1;47;4;1;0;1;0;0;0;0;1;0;0;10658,69565;17
15;0;1;62;2;1;0;0;0;0;1;0;1;0;0;28316,66667;635
15;1;1;37;2;1;1;0;0;0;0;0;0;0;1;16590,76923;10
15;1;1;67;3;1;0;1;0;0;0;0;0;1;0;31300,5;158
15;0;1;37;3;0;1;0;0;0;0;0;0;1;0;7053;742
15;1;1;81;4;1;0;0;0;1;0;0;1;0;0;25736;341
15;0;1;72;1;1;0;0;0;1;0;0;1;0;0;12863;266
15;1;1;46;4;1;0;1;0;0;0;0;1;0;0;10105,65217;182
15;0;1;51;1;1;0;0;0;0;1;0;0;1;0;39590;493
15;0;1;56;2;1;0;0;0;1;0;0;1;0;0;13174;163
15;1;1;60;2;1;0;1;0;0;0;0;0;1;0;9980;356
15;1;1;77;3;1;0;1;0;0;0;0;1;0;0;13054;700
15;0;1;58;1;1;1;0;0;0;0;0;0;1;0;17464;278
15;1;1;57;3;1;0;1;0;0;0;0;1;0;0;34387;939
15;1;1;44;3;1;1;0;0;0;0;0;1;0;0;19677,77778;328
15;0;1;69;1;1;0;0;0;1;0;0;0;1;0;25049;170
15;0;1;81;1;1;1;0;0;0;0;0;0;1;0;22497;165
15;1;1;65;2;1;0;1;0;0;0;0;0;1;0;32102;278
15;0;1;81;1;0;0;0;0;1;0;0;1;0;0;7150;36
15;1;1;45;2;1;1;0;0;0;0;0;0;1;0;21850,66667;534
15;1;1;57;1;1;1;0;0;0;0;0;1;0;0;52988;187
15;0;1;51;3;1;0;0;0;0;1;0;0;1;0;22557,77778;257
15;1;1;81;4;1;0;1;0;0;0;0;1;0;0;18290,8;199
15;1;1;78;3;1;0;1;0;0;0;0;1;0;0;17182,5;393
15;1;1;40;4;1;0;1;0;0;0;0;1;0;0;15755,71429;203
15;0;1;52;2;1;0;0;0;0;1;0;0;1;0;20329,33333;362
15;1;1;75;3;1;0;1;0;0;0;0;1;0;0;13856;343
15;0;1;69;1;1;0;0;0;1;0;0;0;1;0;30131;352
15;1;1;64;2;1;0;1;0;0;0;0;0;1;0;18034;840
15;1;1;75;2;1;0;1;0;0;0;0;0;1;0;15489,33333;201
15;1;1;40;6;0;0;1;0;0;0;0;1;0;0;13428,48485;674
15;1;1;63;5;1;0;1;0;0;0;0;0;1;0;15232,66667;408
15;1;1;47;3;1;0;1;0;0;0;0;0;0;1;20731,11111;339
15;0;1;37;3;1;0;1;0;0;0;0;0;0;1;24358,33333;260
15;0;1;37;2;1;1;0;0;0;0;0;0;1;0;29770,66667;137
15;1;1;46;4;0;0;1;0;0;0;1;0;0;0;0;119
15;1;1;59;2;1;0;1;0;0;0;0;0;1;0;19689,33333;340
15;1;1;73;2;0;0;1;0;0;0;0;1;0;0;10888;337
15;1;1;43;2;0;1;0;0;0;0;0;1;0;0;18080,66667;186
15;1;1;81;2;1;0;1;0;0;0;0;1;0;0;20990;201
15;1;1;81;2;1;0;1;0;0;0;0;1;0;0;17577,33333;200
15;1;1;37;5;1;0;1;0;0;0;0;1;0;0;21351,66667;270
15;1;1;44;6;1;0;1;0;0;0;0;1;0;0;32175,80645;1125
15;1;1;28;1;1;1;0;0;0;0;0;0;1;0;17193;364
15;1;1;61;3;1;0;1;0;0;0;0;1;0;0;20963,5;336
15;1;1;72;1;1;0;0;0;1;0;0;1;0;0;14474;127
15;1;1;74;3;1;0;1;0;0;0;0;1;0;0;6924,5;225
15;1;1;34;3;1;0;1;0;0;0;0;1;0;0;19690,55556;588
15;1;1;70;1;1;0;0;0;1;0;0;0;1;0;26730;218
15;1;1;60;1;1;0;0;1;0;0;0;0;0;1;25948;101
15;0;1;54;1;1;0;0;0;0;1;0;0;1;0;19110;130
15;1;1;51;4;0;0;1;0;0;0;0;1;0;0;8201,2;204
15;1;1;47;4;1;0;0;0;1;0;0;1;0;0;17586,08696;167
15;0;1;40;1;1;1;0;0;0;0;0;0;1;0;20706;223
15;1;1;57;2;1;0;1;0;0;0;0;1;0;0;28872;273
15;1;1;80;2;1;0;1;0;0;0;0;1;0;0;16269,33333;476
15;1;1;54;4;1;0;1;0;0;0;0;0;0;1;20323,91304;380
15;1;1;58;3;1;0;0;0;0;1;0;0;1;0;22944;1147
15;1;1;68;3;1;0;1;0;0;0;0;1;0;0;27450,5;265
15;1;1;74;2;1;0;1;0;0;0;0;1;0;0;11929,33333;296
15;1;1;51;3;1;0;1;0;0;0;0;1;0;0;26213;250
15;1;1;69;2;1;0;1;0;0;0;0;1;0;0;11081,33333;103
15;0;1;53;2;1;1;0;0;0;0;0;1;0;0;23952;440
15;1;1;28;1;1;1;0;0;0;0;0;0;1;0;17084;206
15;1;1;63;1;1;0;0;0;1;0;0;0;1;0;19441;155
15;1;1;66;2;1;0;1;0;0;0;0;1;0;0;23085,33333;331
15;1;1;68;4;1;0;1;0;0;0;0;1;0;0;24379,6;222
15;1;1;47;1;0;0;0;1;0;0;0;1;0;0;451;15
15;0;1;73;1;1;1;0;0;0;0;0;0;0;1;15581;70
15;0;1;45;2;1;1;0;0;0;0;0;0;1;0;8800;556
15;1;1;74;2;1;0;1;0;0;0;0;1;0;0;14136;186
15;1;1;38;4;1;0;1;0;0;0;0;0;1;0;9361,428571;128
15;0;1;75;3;1;0;0;0;1;0;0;1;0;0;16251,5;267
15;1;1;50;4;1;0;1;0;0;0;0;0;1;0;29014;835
15;1;0;55;4;1;0;1;0;0;0;0;0;1;0;12539,2;235
15;1;1;43;3;1;0;1;0;0;0;0;0;1;0;30977,22222;385
15;0;1;51;1;0;1;0;0;0;0;0;0;1;0;6602;152
