"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
0,787927372937496;-0,178600581778225;0,306316152292531;0,450911960343154;0,395013590663565;1,40172703038679;0,574021403793836;-0,148634794421417;1,53764987605147;0,18020490529962;0,393362385568837;0,968897887156809;0,507568611795032;0,25720500865601;0,346644143456668;0,313491007409468;0,596716765195161;0,935156301769855;-0,47507540394399;0,348096353148575;0,55884041734519;-0,274405016999234;0,282761504546434;0,197238528996323;-1,43911471371299;-0,714444874967807;0,468069335471208;-0,486234689188645;-0,201987667808208;0,307854907865133;-0,108901209835157;0,479791977298413;-0,799348710419405;0,77199622877947;0,0502444353035756;0,697857893025795;-0,726164435629185;0,679816908643298;0,519355675208978;-1,94543941752396;0,84436630767564
0,790342290168621;1,34360201384867;1,3062843070407;0,886118771369285;1,84132093907592;0,466491761082013;1,40065461026357;-0,880086713557098;1,53764987605147;0,415509808819024;3,87461292347663;1,08353103322595;1,1390158303853;1,41879282716463;-0,813674641596265;0,245536040030267;0,111681916721851;0,461701374123365;0,245758299868411;-0,0200942636134851;2,4034811559622;-0,399243244801569;-0,32614068623327;0,812053813792337;0,456634517864437;-0,544561812116527;1,56080507693341;1,00720807108757;0,00553783774258676;0,271167879929045;-0,493876495978864;-0,29813130644783;-0,702129983229138;0,673889360758855;-0,079634497528529;0,191453872409307;0,650694858411994;0,841639101622022;0,31161329741807;1,07613442426424;-1,31539075609725
-0,332123876748456;1,04480797799562;0,306316152292531;0,715336647467677;1,75533397019527;1,41508860455543;-0,129960438095548;0,526886371284252;1,17051166137125;1,12836168219919;-0,578611290072317;0,40463563564369;1,34144286188474;-0,247756505374316;0,523014009199619;2,47961834961587;2,79057425465927;1,29218122881757;-0,130074569175084;1,88723331529872;-0,517678920451255;-0,189951036730786;0,464137658043573;0,613226367867975;-1,03341404807813;-0,00797015036091864;0,218921626488731;1,81460387234015;-0,52628543502796;0,265471903466565;0,672626040628103;0,0224801262981771;-0,305597001404472;0,534094690264904;-0,264465036791361;1,36540667403414;-1,55009589551241;0,410916256466443;0,538340950062416;1,53629254105534;1,22116214837218
-0,0540269461688361;0,696650917974312;1,35578170405521;0,874109131244463;1,46841666413794;-0,208043884015721;0,913749923583529;-0,455176247349394;0,780610891008955;-1,10439765269489;-0,592491386578276;1,17184584733113;1,01203839414358;1,46115776789626;0,214018322697008;0,314305673091695;0,973328835636346;0,873837648412538;0,154839709619164;0,652041741208976;0,144607088710968;-0,327475708820995;1,09105112165831;0,349139837236695;-1,46065668373057;-0,41606590917568;0,248472534671862;2,36012018141985;0,247280489443117;0,521914192267852;0,197400143760706;-0,225360700394091;0,757231138894358;0,296161562052081;-0,026970928209618;0,260671499473258;0,877842147042317;0,567699915738068;0,17311523032132;-0,0533992690709955;-0,632225179869662
-0,661431866013482;-0,740322910449695;0,890397736706246;0,566296673988067;0,110013861293627;0,550796205338107;0,477721148350305;0,96128911316052;0,780610891008955;0,142734098046699;-0,715337608363081;0,505656073157734;-1,03244578559556;-0,176744792191656;0,524099602363705;0,244391046987033;0,670260753861287;0,283354648734331;2,04703829368398;-0,172744518606526;1,05361025987975;-0,469155309407734;0,641261964807594;0,88363304943384;-0,164321403665886;-0,922511455392064;0,639317094481669;0,803797028283165;0,428461506099623;1,16983931156976;0,417048686110872;0,666988636713779;-0,347873813614093;0,0664331691197209;0,772388201151184;0,354770747831981;0,261054790480889;1,05557282269662;0,478286902984038;1,27926012802504;-0,955442585614422
0,176592648146881;1,30095036792948;1,11047795194461;0,781083851044224;0,169492961049732;0,909316238093375;0,623272218025487;-1,040008169523;1,17051166137125;-0,221059506206679;0,0204148278626697;1,59136228149978;1,31806383235541;-0,655311828065434;-0,472732481065002;-0,251160064160938;0,085835642393377;1,16450376515351;0,955064031773309;0,534348233442675;-0,628943045303236;0,861424767276329;0,973152056837867;0,658806374808432;-1,20058792833211;-0,315130875933267;-0,0437856379218502;-0,684853243848755;0,080183050278464;0,564903214529959;0,251937942685165;0,327056574605539;0,85536589805568;0,313476038142657;0,68159462748225;-0,386887775420325;0,793910258229342;0,881601471946476;0,359638326587024;-0,24785993654068;-1,10716008104037
-0,145750541538336;0,768810921695838;0,694231714015649;0,373548785210531;0,13413786247299;0,162632822840923;0,874912710337842;-0,367058983704116;1,66570586763276;1,17106734411745;1,46731291172051;0,496556318723847;0,743759410627142;-0,418455689618286;0,700921019405159;0,444003468001196;0,676873482192917;0,557047900799413;-0,259397992025345;0,0737994099451083;2,40672794332546;-0,325325875701544;1,00365284190575;0,445431244346924;-0,00847599250672637;-0,358876701554184;0,976154352549015;2,01246153216278;0,1808710717686;1,41359949497364;0,213789492898631;0,487798123660115;-0,836026571828919;0,603725550674787;0,224089736346544;0,965693011069442;0,532129567322661;0,937340228547274;0,105880636168026;0,934047717797549;-1,45713509702091
0,584700574025783;0,806995757043017;0,890397736706246;0,92148327287334;0,401176153632933;-0,116991160103879;0,963505347863348;-1,29295774006158;1,66570586763276;1,97018375447348;0,284445423122882;0,861937270859714;1,0900295151893;-0,757800201321194;-0,742149263617955;0,988263428027592;0,236326939526872;0,824803113334768;-0,00879158002863001;0,242677921204614;2,44376621140502;-0,180755355626037;0,617941808045918;0,544302017793729;-0,308869396775622;-0,499912789144158;0,0943618347289146;-0,73634932945647;0,827223038796864;0,436630462403514;0,315549185569738;0,0584532408960694;0,908561258160892;0,581727689554125;0,20275949477613;-0,185721987173823;-0,128784900773775;0,949146499334244;-0,0790162424573726;1,18050035472182;0,721854204986016
-0,112227429735176;1,44855174886878;1,17611053659489;0,788653531810144;0,386897781309818;-0,142464694098331;0,0447273481628478;0,383307883202127;1,49327147951429;1,81211052577309;-0,432883939164318;0,58799393741462;0,455453012478234;-0,989368608240403;0,506406329557194;0,480357128864696;0,341179479511551;1,31413703131653;0,981014602561002;0,416022682460516;-0,124823805033319;-0,118753608393222;0,351927441262115;0,893107016532376;0,555979468739176;-0,655205441330695;1,8813201944125;1,5326021903615;0,475835469673841;0,31631530256095;0,780204597036267;0,78800962245877;1,11384371135287;0,832112769070713;-0,368500398197961;0,303653855961175;0,335783391402726;0,770964960554885;0,0916108193908709;-2,20512455592735;0,394218268019911
0,31023403954754;1,5706588353302;0,339189956786493;0,685472437005153;0,522166954165563;0,399527856290623;0,404987570341675;0,0502804462063029;2,51941065260348;0,53588989909921;-0,450784313391937;0,523265132695407;0,553935413399346;1,54888016526774;0,761524527368142;1,26294077138167;0,227641959432505;1,1989919644743;2,26919067322602;0,361183580731282;-0,653349248815504;-0,631394461315345;0,596137386249023;0,302169522214669;0,487750215266546;-0,446301281758206;0,0781475011036843;2,57321849053133;0,690143556282939;0,407387517201204;0,511413263734161;0,128530204198357;0,766684239602478;0,629712760124491;1,01250409712336;1,67543019100805;-2,41972824267217;0,935746794302743;0,484836593547522;1,25223115377003;0,107192417913398
