"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
0,204424291410259;-0,046925279411278;0,723180205681262;0,190314123453344;0,175446898324417;0,350572425301602;0,223534104642209;-0,181300158815249;1,21735111355111;0,0721544405210377;0,098241509415427;0,223763145956701;0,154972001444939;0,0139093338744338;0,107298930091728;0,173117732010585;0,203923435051273;0,304996663179168;0,0348566760918168;0,225034080182377;0,137792090571834;0,0344629293035723;0,127767699731454;0,221622465788407;-0,536330767855706;-0,420685585753466;0,18942648937616;0,0317771473383708;0,146817802154052;0,321212966905101;0,0609910197298547;0,13588440121452;-0,162637310266362;0,375315115838854;0,262588156072683;0,262809353222201;0,0559889553978348;0,65477572538933;0,264419940609809;-0,686257066326167;0,41038857588785
0,412382426744966;0,342880047445748;0,772664381778439;0,41681288402402;0,636922015267514;0,426372187748486;0,600669743944815;-0,237917163514105;1,26533258848099;0,368505925069824;0,539511332837138;0,440516773929513;0,381930048481243;0,659225131914878;0,238017394527311;0,301552566860803;0,370227614879152;0,407629735405736;0,3868575541195;0,358091896188084;0,799477015026151;0,0985658554790394;0,288124606078535;0,430351035042731;0,445689345725041;-0,375980979268679;0,498263066657225;0,367536849944839;0,349304838923404;0,433921269592339;0,172658516473112;0,167257185137448;-0,160457800644918;0,524371299348131;0,221392252636425;0,360851565810329;0,335795185597034;0,72297327107144;0,288288155990266;0,628821436901255;-0,240596904750042
0,393626696359576;0,323453004901722;0,712079456704288;0,477349812031107;0,566076175248428;0,621433805977237;0,356602269319128;0,321038062753921;1,21432406128248;0,367762517501502;0,295147572027417;0,419728140884974;0,516545938456616;0,207702924801385;0,441787156500205;0,660659562870553;0,568853214296642;0,539880646833369;0,354093257820416;0,498034120710683;0,177012357608955;0,315386202161216;0,403106782468949;0,507522043810503;0,188913709511326;-0,354967511939282;0,383039180070742;0,566151440741026;0,349970615658517;0,486548999945462;0,424551988669442;0,329464044443126;-0,0997698637287456;0,49111574551195;0,516570762995723;0,598231436217663;0,271937541833445;0,693551255838175;0,474610211326389;0,648433940487557;0,588624326693864
0,319498006295122;0,259932687348973;0,738147768346282;0,366038236514644;0,420036658392441;0,315848385510119;0,57448505941765;-0,133549344809625;1,13300774518258;0,135025070858255;0,175434367598003;0,440566897260219;0,396052040137464;0,31329240994604;0,261010672456766;0,295658226236897;0,390077537579751;0,46956294339167;0,272967641461417;0,372655720066767;0,236224565894736;0,10448575982066;0,418049332222635;0,359573774872713;0,108713942866151;-0,359158723258881;0,321087447549401;0,711726691002978;0,344245018541292;0,369599279064159;0,292588759657889;0,223227565022277;0,447638678220843;0,347686537766554;0,291727750789283;0,346606733872672;0,396817212275344;0,702197240523871;0,291666963868435;0,152600821170331;-0,226250532685018
0,209499063965666;-0,0706837319782618;0,725771161279072;0,30268412701586;0,215844526542632;0,371621215815347;0,203604052976827;0,148088535403977;1,1049695451359;0,217578128964014;0,134923390377946;0,295337979520019;0,0620972967599673;0,0617694700130329;0,234028424338616;0,186558610467635;0,332684720171233;0,312652761242818;0,516054451553341;0,258890366019093;0,355640943377386;-0,164910289089605;0,314455900402436;0,398649115635761;0,330412433094097;-0,46055908534953;0,28497360562579;0,290203991592916;0,335232127690938;0,434558441712257;0,153308961548213;0,112115862615228;-0,28832877758849;0,327110083891181;0,29356495272955;0,267421856365189;0,122439977296434;0,664778860238568;0,184610455068157;0,503486108258487;-0,155600891073668
0,208796419719633;0,563610825821282;0,825659300560316;0,239933107568255;0,226248942152122;0,333747842599109;0,363055292472357;-0,214351875416828;1,23048979321069;0,0233898965306398;0,116532144940054;0,445877588982119;0,326233144471763;-0,0149737178972575;0,104205369281109;0,14342528353467;0,228110556560186;0,399150260606316;0,278493757243824;0,275882589581188;-0,0405007865469589;0,341824560523554;0,269403318564926;0,320001053845665;-0,0546094915368815;-0,368717781780667;0,196662215475014;0,119471598472353;0,236358808329419;0,340628620078522;0,254197655939945;0,188376852322389;0,241330167191915;0,382591345448677;0,449840037556479;0,239262883021262;0,274188306141923;0,721828069698903;0,333826555782084;-0,0130761159219528;-0,328415785647451
0,396575720183185;0,387824334858426;0,81328210843208;0,445568825312389;0,451825588546889;0,490120116638259;0,495302021567365;-0,0133247526999423;1,27457306245001;0,484692102013003;0,484516014463745;0,450442112855594;0,5230619527635;0,278829826517738;0,420935855546123;0,379113468141545;0,525118088799877;0,505436063509061;0,309794947716714;0,430030192255042;0,939714324851796;0,23529427522829;0,544559472706394;0,503271765183191;0,47484106480619;-0,400333489915793;0,551346447067269;0,702074188480079;0,434963699707398;0,61924059033896;0,403615678060794;0,428436452131372;-0,0660216723526723;0,611601666136643;0,476792731843135;0,554668288781444;0,413298368304908;0,709836880049837;0,387058897090411;0,590492833909533;-0,247707088536499
0,352481692848045;0,185463910906403;0,773372676387583;0,392360503995642;0,326750886270428;0,29243357586596;0,549232279160741;-0,258029654539467;1,22382414495038;0,387036640051942;0,255567446002114;0,371222058364527;0,386393005172366;0,0851835050489615;0,152768426083854;0,328056555134673;0,312793962738599;0,436107635474018;0,24322168410416;0,327060873982775;0,738778078285137;0,0807954354057703;0,322410544894456;0,36334302463564;0,290819044786138;-0,363700745801454;0,262298852639846;0,152061136152687;0,367243189099666;0,394468827951783;0,251359341684823;0,174504849096223;0,430817459530461;0,470839756866949;0,330028287265657;0,289154443134178;0,178678385070461;0,724276291088691;0,209158012875966;0,681043464456684;0,481077985671558
0,360868402493853;0,191432730469646;0,832287108151212;0,432965230012917;0,382369701945185;0,40557897883177;0,289977358750958;0,183403497383726;1,27384196234129;0,44254537119023;0,203589787056854;0,377247300714561;0,279213726191694;0,0876251084587292;0,309082727724411;0,284163118321624;0,457851596703797;0,563009153713494;0,445662085461979;0,372274512529708;0,304917765080177;0,140669297778208;0,343287687743372;0,52317052942349;0,462257132510521;-0,405443265476048;0,522714564375677;0,500022930988301;0,434884591946615;0,404275755817867;0,346451674663765;0,243967937813911;0,27789555491576;0,656295290651506;0,235248679108778;0,441053431361302;0,257624225707612;0,712795481214465;0,277829283277672;-0,583481918238034;0,403236550333828
0,413302528591226;0,254756314551384;0,75040516794409;0,375840813796035;0,330542965508542;0,421408173839799;0,333564714416489;0,174406748184456;1,39308588525028;0,283210665694284;0,214951500040131;0,347142695225665;0,314256990783734;0,261771402700461;0,27788848720393;0,236024092896455;0,365897963614621;0,515895117776848;0,539128270167598;0,336047553860112;0,0404626129943093;0,0725927296844961;0,385633590652144;0,417470101466986;0,37818697110009;-0,397617629683907;0,323767204763103;0,778010810331047;0,358400350407351;0,388643609031719;0,318933575463054;0,26502629898453;0,337868899013104;0,506952938515145;0,484616512818365;0,565891458347235;0,0236194087947581;0,715552915411601;0,315654914020746;0,421010404007468;0,428993929618402
