Method,RBPMean,RBPMedian,ARBPMean,ARBPMedian,RMSEMean,RMSEPMedian
RXX_AIPW,-8.69028638,-24.83897474,36.72437847,25.57652902,62.27681329,45.99754916
XEE_AIPW,3.927833284,9.970930335,32.25416031,18.26623797,136.8266005,71.40179129
XEM_AIPW,21.71403877,1.351286238,32.69776726,8.480718971,59.58250149,36.04144033
XER_AIPW,-69.75177084,-74.89367433,69.75177084,74.89367433,76.82206637,77.85258458
XME_AIPW,-4.542984292,8.23309727,38.07887157,18.10044371,152.5217119,65.20154056
XMM_AIPW,22.00980472,0.938555899,32.89039661,8.305034838,60.82292227,37.12907611
XMR_AIPW,-69.08291501,-75.93172224,70.87851602,75.93172224,78.77052931,78.12839734
XRE_AIPW,-3.355423583,6.907362531,35.3003762,16.48464452,144.4609694,62.2971098
XRM_AIPW,24.62505559,2.859668983,33.75376567,9.657997911,61.10668336,36.8992257
XRR_AIPW,-63.20603331,-70.8846043,67.69869669,70.8846043,75.03110562,73.55704356
XXE_AIPW,-2.632658608,6.502984356,33.38932734,15.4226876,140.5483337,61.72060376
XXM_AIPW,24.78126633,3.163521855,33.48306258,8.594476195,61.6116748,37.60539509
XXR_AIPW,-60.04679826,-68.00592335,65.81772806,68.00592335,73.58103723,71.29212664
tR_OR,15.50079896,-3.548076427,31.34110103,9.107613278,57.23276654,35.08461233
tX_OR,-105.816333,-104.7808616,105.816333,104.7808616,118.5996236,112.1030819
tER_NIPW,-73.55798508,-78.10409298,73.55798508,78.10409298,78.4304524,79.40776102
tEX_NIPW,-69.95913589,-74.50381692,69.95913589,74.50381692,81.52014478,79.1517008
tMR_NIPW,-73.19584788,-78.03836993,73.19584788,78.03836993,78.43141925,79.30824149
tMX_NIPW,-68.89690661,-73.83129226,69.50186673,73.83129226,81.07678672,78.69094142
tRR_NIPW,-73.65339407,-78.24991954,73.65339407,78.24991954,78.72409249,79.45088543
tRE_NIPW,-0.298161326,5.160564467,32.04805846,17.66371205,139.1010781,71.16167904
tRM_NIPW,20.36896585,-0.901788103,31.31234182,6.906836614,56.4877228,33.1330394
tRX_NIPW,-69.88909594,-74.76295828,69.98485948,74.76295828,81.43720184,79.04248207
tXX_NIPW,-70.77509488,-75.25505674,70.77509488,75.25505674,81.52271446,79.27359229
tXE_NIPW,-1.735667769,3.865422951,32.03684215,17.31436236,138.9960278,71.62831893
tXM_NIPW,21.03448337,-0.31785603,31.47134052,7.62370169,56.51777777,33.24276058
tXR_NIPW,-74.22446571,-78.46477241,74.22446571,78.46477241,79.10443635,79.85215996
tEER_AIPW,-72.5140318,-76.93992004,72.5140318,76.93992004,77.84129891,78.7175854
tEEX_AIPW,-69.6748614,-74.31945465,69.6748614,74.31945465,81.03318912,79.57945101
tEMR_AIPW,-66.15450409,-76.46022345,77.01187678,76.79503602,85.9727601,78.65802313
tEMX_AIPW,-72.99109123,-83.15583959,77.90367731,83.15583959,92.31882442,86.78463866
tERM_AIPW,25.52093321,3.141383168,36.5838833,10.20917084,62.73794167,33.94061568
tERR_AIPW,-62.81770985,-72.61446219,72.73931798,73.38005621,80.89794408,75.47960418
tERX_AIPW,-70.26312452,-79.17781293,75.00959414,79.17781293,87.39892089,83.54284466
tEXM_AIPW,27.81270067,5.070455453,37.68697891,9.141686399,63.93924425,34.327228
tEXR_AIPW,-64.35278387,-74.129304,74.53793291,74.53329466,82.86037055,76.9498976
tEXX_AIPW,-69.88096728,-78.71272954,74.70186078,78.71272954,88.44164726,83.38306889
tMER_AIPW,-72.69558482,-77.13232435,72.69558482,77.13232435,77.81149388,78.36564179
tMEX_AIPW,-70.16125698,-74.9681342,70.16125698,74.9681342,80.8150482,79.57419971
tMMR_AIPW,-71.7031657,-75.82090005,73.73408065,75.82090005,80.31644218,77.63614377
tMMX_AIPW,-78.83733884,-83.48727524,82.11344749,83.48727524,91.64428568,88.04733009
tMRE_AIPW,-8.304242604,4.14073423,35.93756509,15.48824008,149.5378896,59.69672175
tMRR_AIPW,-68.71406885,-73.43848728,71.24445306,73.43848728,77.93565588,75.27811187
tMRX_AIPW,-75.92101205,-80.66276342,78.86595607,80.66276342,88.19511273,85.04630699
tMXE_AIPW,-10.78523988,3.352996744,36.66885042,14.9888173,152.6092588,60.90115279
tMXR_AIPW,-72.47945945,-76.48597882,73.53975738,76.48597882,80.47563727,78.41375349
tMXX_AIPW,-77.99889288,-82.12960184,80.95753775,82.12960184,90.1808789,86.50230417
tREE_AIPW,1.165968189,6.762941473,32.70134376,19.65530025,139.6839836,70.83685693
tREM_AIPW,18.18955019,-2.079129019,30.9675426,9.251344749,56.14796118,33.53365029
tREX_AIPW,-68.73218319,-73.13916333,68.73218319,73.13916333,80.53272586,78.60669747
tRME_AIPW,-7.502499373,6.481815132,38.39643721,16.32561554,156.096604,62.39084961
tRMM_AIPW,18.50359382,-1.953126034,31.19179987,8.721030094,56.85442613,33.5896759
tRMX_AIPW,-78.54227085,-83.59608544,82.07569612,83.59608544,91.24285184,88.21177842
tRRE_AIPW,-7.066429358,5.524930446,36.33112544,14.74124896,149.4095383,59.66017497
tRRM_AIPW,20.46368298,-0.205918794,31.42892068,7.241233961,56.89141252,33.51960088
tRRX_AIPW,-74.32723505,-79.72970184,77.60046015,79.72970184,87.1377899,84.43976287
tRXE_AIPW,-8.451012983,5.115488361,37.36800186,14.68858303,152.3833001,61.07751693
tRXM_AIPW,21.80046763,0.796144797,31.84476286,7.849107184,57.30956446,33.75622812
tRXX_AIPW,-76.51251884,-81.05328406,79.97127891,81.05328406,88.73433682,85.38672235
tXEE_AIPW,1.391260069,7.277692162,32.30103469,17.11321642,139.638366,71.19303966
tXEM_AIPW,18.37987022,-2.155527466,31.14278904,8.004729802,56.95198696,33.77469698
tXER_AIPW,-73.1235007,-77.80693043,73.1235007,77.80693043,78.79818373,79.73508185
tXME_AIPW,1.251000714,1.778334107,45.81963525,30.4708781,161.0222936,73.63127401
tXMM_AIPW,27.30570541,0.681121414,58.90682667,24.09872428,78.69978656,40.97398189
tXMR_AIPW,-63.27204779,-72.51636652,86.23389634,78.47523683,90.68102888,79.7931316
tXRE_AIPW,-4.384290182,-3.436732438,44.08150512,26.63583372,154.3600268,70.30064316
tXRM_AIPW,22.93186171,-2.686351613,56.09102137,19.06251551,75.8800405,38.90529154
tXRR_AIPW,-65.67517057,-74.32354523,86.43512869,80.00439641,90.8750518,81.38548868
tXXE_AIPW,-3.559483076,-2.276451373,45.01614997,28.88757397,157.1551614,71.23240692
tXXM_AIPW,26.81575782,0.529051075,57.36005838,22.82343218,77.16133964,40.15261261
tXXR_AIPW,-65.46828606,-74.07355819,86.40729964,79.52623539,90.84492153,80.82055879
Dir_tau,-9.245661853,-4.002197828,24.55238225,12.22784402,268.1886046,155.4802548
