"Method","RBPMean","RBPMedian","ARBPMean","ARBPMedian","RMSEMean","RMSEPMedian"
"MMX_AIPW",-78.8373388433645,-83.4872752387578,82.1134474903928,83.4872752387578,91.6442856820619,88.0473300914288
"MRE_AIPW",-8.30424260439071,4.14073423032121,35.9375650906771,15.4882400832255,149.53788957982,59.6967217530595
"MRR_AIPW",-68.71406885369,-73.4384872792992,71.244453062934,73.4384872792992,77.9356558802896,75.2781118724803
"MRX_AIPW",-75.9210120498658,-80.6627634198999,78.8659560663756,80.6627634198999,88.1951127321698,85.0463069857825
"MXE_AIPW",-10.7852398798024,3.35299674381013,36.6688504221555,14.9888172994137,152.609258791514,60.901152788117
"MXR_AIPW",-72.4794594539838,-76.4859788201191,73.5397573841465,76.4859788201191,80.4756372708473,78.4137534944729
"MXX_AIPW",-77.9988928796101,-82.129601837545,80.9575377546977,82.129601837545,90.1808788997105,86.5023041695257
"REE_AIPW",1.16596818920243,6.76294147310076,32.7013437620447,19.6553002465874,139.683983551841,70.8368569301519
"REM_AIPW",18.189550186457,-2.07912901903582,30.9675426032826,9.25134474941459,56.1479611757952,33.5336502901269
"REX_AIPW",-68.7321831864078,-73.1391633330088,68.7321831864078,73.1391633330088,80.5327258569828,78.6066974730838
"RME_AIPW",-7.50249937289432,6.48181513225893,38.3964372095952,16.3256155446971,156.096604008046,62.3908496116688
"RMM_AIPW",18.503593822178,-1.95312603413845,31.1917998745283,8.72103009358483,56.8544261344915,33.5896758986573
"RMX_AIPW",-78.542270846912,-83.5960854399949,82.075696117941,83.5960854399949,91.2428518434135,88.2117784190352
"RRE_AIPW",-7.06642935842658,5.5249304464465,36.3311254367813,14.7412489630079,149.409538340343,59.6601749722805
"RRM_AIPW",20.4636829832196,-0.205918794225859,31.4289206819331,7.24123396051175,56.8914125186244,33.5196008832834
"RRX_AIPW",-74.3272350528498,-79.7297018433244,77.6004601532102,79.7297018433244,87.1377898972452,84.4397628702747
"RXE_AIPW",-8.45101298297251,5.11548836060042,37.3680018565447,14.688583032929,152.383300103007,61.0775169344375
"RXM_AIPW",21.8004676264306,0.796144796779573,31.844762857555,7.84910718441133,57.309564458556,33.7562281158685
"RXX_AIPW",-76.512518836034,-81.0532840632667,79.9712789100493,81.0532840632667,88.734336815443,85.3867223483997
"XEE_AIPW",1.3912600693833,7.27769216177215,32.3010346947185,17.113216422544,139.638366037165,71.1930396596243
"XEM_AIPW",18.3798702197786,-2.1555274662071,31.1427890386242,8.00472980180418,56.9519869584086,33.7746969760371
"XER_AIPW",-73.1235006978827,-77.8069304282622,73.1235006978827,77.8069304282622,78.7981837309964,79.7350818515333
"XME_AIPW",1.2510007141749,1.77833410699432,45.8196352531048,30.4708781012764,161.022293648488,73.6312740087505
"XMM_AIPW",27.3057054057815,0.681121413574456,58.9068266720473,24.0987242800424,78.6997865588821,40.9739818893425
"XMR_AIPW",-63.2720477923527,-72.5163665217892,86.2338963435459,78.4752368314092,90.6810288763968,79.7931316025453
"XRE_AIPW",-4.38429018201566,-3.4367324383055,44.0815051215632,26.6358337190252,154.36002678933,70.3006431622729
"XRM_AIPW",22.9318617085526,-2.6863516129195,56.0910213736798,19.0625155086606,75.880040497492,38.9052915385959
"XRR_AIPW",-65.67517056544,-74.3235452286098,86.4351286890058,80.0043964111258,90.8750517991344,81.3854886843435
"XXE_AIPW",-3.55948307621962,-2.27645137345052,45.0161499739714,28.8875739723086,157.155161389184,71.2324069241159
"XXM_AIPW",26.8157578249629,0.529051075324934,57.3600583765114,22.8234321777289,77.161339638118,40.1526126129344
"XXR_AIPW",-65.468286060467,-74.073558193758,86.4072996382604,79.5262353946697,90.844921532822,80.8205587887428
"Dir_tau",-9.24566185252161,-4.00219782780391,24.5523822501975,12.2278440151294,268.18860458918,155.48025476766
