"Method","RBPMean","RBPMedian","ARBPMean","ARBPMedian","RMSEMean","RMSEPMedian"
"E_OR",2.35359772839556,0.349758996401936,16.3558881358795,11.1176723689692,63.8571966022041,51.2479278986137
"M_OR",4.90445393650595,-0.948462161005221,17.8816145522029,11.4052903910376,32.986494190928,25.2784026871438
"R_OR",-3.14338287801443,-8.38817143441058,18.3336999546918,14.769365612881,34.7738508152623,29.3987948018013
"X_OR",-89.8160566447722,-89.9559288811734,89.8160566447722,89.9559288811734,100.091969373624,99.1469654555753
"EE_NIPW",7.61793158266924,8.50052881337342,30.3643082713786,19.8933525859165,101.704942973709,79.019109161022
"EM_NIPW",7.2067256001595,-2.77586238237584,18.8300839827031,12.0772281485583,33.9741513208136,26.2707261133708
"ER_NIPW",-44.7042458571154,-47.7992686373791,44.901157654042,47.7992686373791,52.0043989826339,52.4566018242274
"EX_NIPW",-44.5142652670337,-48.2542574792594,44.8275523127067,48.2542574792594,54.5032399599263,55.1056203513682
"MM_NIPW",6.38680074336276,-3.76427594499884,18.8028070513256,11.8662646587412,33.8574595792494,26.2921876218569
"ME_NIPW",6.2175163833619,7.12836689423256,30.2070372846226,21.2129650173541,101.526116215763,78.3670168225463
"MR_NIPW",-46.0150451857747,-48.6681110060317,46.0150451857747,48.6681110060317,52.9440037102706,53.0190488321019
"MX_NIPW",-43.6478068170606,-47.6309429138223,43.8953594163039,47.6309429138223,53.3570063942881,54.0821698354417
"RR_NIPW",-48.9198485796396,-51.5173648026064,48.9198485796396,51.5173648026064,55.1084595406956,55.4328790138796
"RE_NIPW",1.21029951512137,2.91146390411199,30.076811214997,19.7265934393909,101.077650771642,76.3711739144661
"RM_NIPW",3.3558926737338,-6.49227799834758,18.6474013829142,10.8927483509369,33.5452173967364,26.3835721612741
"RX_NIPW",-45.7101504570753,-49.499149220801,45.806600894194,49.499149220801,54.8763104649225,55.7208974902613
"XX_NIPW",-47.464545296712,-51.1514112063366,47.464545296712,51.1514112063366,56.2368103679615,56.9521642596217
"XE_NIPW",-1.07383885985349,0.923010461311514,30.1749911067833,18.9072010673346,100.988820184187,75.5619717558446
"XM_NIPW",1.957727896727,-7.44979688527068,18.594376888157,11.4697097530515,33.4709098522717,26.8833458298679
"XR_NIPW",-51.0592099204426,-53.4693973763363,51.0592099204426,53.4693973763363,56.9628090892235,57.320076292016
"EEM_AIPW",6.54952925584764,0.0883627838633049,17.6658926544382,10.9569862376908,33.5267720519051,25.467937030493
"EER_AIPW",-45.3728926091649,-47.7691158170548,45.3728926091649,47.7691158170548,52.5460081990674,52.5139976148758
"EEX_AIPW",-44.4243569742874,-46.8786603904019,44.545316782004,46.8786603904019,54.3755179645292,54.3421235135882
"EMM_AIPW",7.20613025494438,-0.585732383425339,19.9711279979488,11.1189800307958,36.9251350549029,27.6540522935247
"EMR_AIPW",-44.5825834577292,-47.8757180821678,45.0116886154557,47.8757180821678,54.2516874287838,54.3210466438184
"EMX_AIPW",-42.1417303479811,-49.3021151585857,53.7098674439147,56.34555405428,64.8616731034339,62.5677885399508
"ERM_AIPW",7.84682849571394,0.808233437321253,19.6137921701975,10.4442543036268,36.7913043253683,27.0271271826713
"ERR_AIPW",-42.9352430348194,-45.9620436230637,43.4368250408373,45.9620436230637,53.1304654048235,52.8508484970103
"ERX_AIPW",-39.0323764716243,-46.2282772616847,50.6531992769242,51.742277944621,62.0274691622461,59.7246297225412
"EXM_AIPW",8.58326119386672,1.58168796761257,19.7657191508544,10.2679854074429,36.8468641689007,26.9226622317158
"EXR_AIPW",-43.2483027104908,-46.2172722772628,43.7136363177159,46.2172722772628,53.1813464165365,53.2321899450134
"EXX_AIPW",-37.2599585298,-44.6355644417084,49.6302198474832,50.574747158417,60.8903186214535,58.2134718335872
"MEE_AIPW",7.11934549457921,9.03723872037962,29.2488592207647,18.231723677309,100.895492057766,79.107589773782
"MER_AIPW",-45.4595555698468,-48.0513216711463,45.4595555698468,48.0513216711463,52.5746320940815,52.959905825753
"MEX_AIPW",-43.9349462166965,-46.2607227669826,44.0553169458475,46.2607227669826,54.0346979674261,54.0087829136733
"MME_AIPW",7.78359482878841,10.5809948810232,29.2510342156286,21.3607053070223,98.5246192152492,81.5136642592178
"MMR_AIPW",-45.1707633711414,-48.6764458065823,45.246982797875,48.6764458065823,52.5316531493274,53.5061135860691
"MMX_AIPW",-40.7244943515434,-45.4957914062597,51.9707946227895,53.7531937132247,61.9653430211282,61.4795210656137
"MRE_AIPW",5.71371375830368,8.90023835446147,27.8798286227662,19.5654749882078,95.0747705097505,78.5727586529333
"MRR_AIPW",-44.1487187214946,-47.5440592133912,44.2429793651237,47.5440592133912,51.3992507032108,52.196101180759
"MRX_AIPW",-39.4062164382596,-44.6599353014437,50.5567669514277,51.6312527891456,59.8472666008672,59.1977424802302
"MXE_AIPW",5.08115597936403,9.13637043908557,28.1273234619229,19.7110749472232,96.2926974694655,79.3245974445013
"MXR_AIPW",-44.0159187293262,-47.1850324062222,44.1178213264904,47.1850324062222,51.4242277904131,52.0663293049643
"MXX_AIPW",-39.4466171194773,-44.988005790876,51.0032203798397,51.9387729835653,60.1177388178685,59.3629427969005
"REE_AIPW",7.53067663033873,8.27651733052382,29.6004903050574,18.8468165186372,101.014381605922,78.9724152895927
"REM_AIPW",7.0453570766733,-0.839631369738241,18.1714898979749,11.211289361164,33.7693429930828,25.6512165096334
"REX_AIPW",-42.8087447941981,-46.2762341823529,43.4205570651125,46.2762341823529,53.3156155706977,53.2679911620389
"RME_AIPW",7.93371505524349,12.2627442592343,29.5394334265522,20.5998541112001,98.5070152644935,81.7290953673682
"RMM_AIPW",7.39299685744576,-0.647062422933148,19.1336161825478,11.4468520543916,34.7418067445201,25.9512484224407
"RMX_AIPW",-41.2161744638179,-47.2416685739982,51.8999456721009,53.2606964891691,61.324534382434,61.5423475089645
"RRE_AIPW",5.27769771171734,9.45722108051723,28.0557151501568,20.9815875534026,95.3695414657258,78.9657557764818
"RRM_AIPW",6.66883800504333,-1.4694249753389,18.8818998048481,12.1537654661564,34.4554051233516,25.8108425416047
"RRX_AIPW",-40.3137293041492,-46.7697390954998,50.6753048938589,51.4781639368458,59.9615790579213,59.7163051387822
"RXE_AIPW",4.55927190922236,9.2283556440181,28.2595265007727,20.7695101421684,96.2921346766689,79.5761374873653
"RXM_AIPW",6.8394221132502,-1.20434747200665,18.9214075199666,11.983564248035,34.5207482852742,25.7278292481344
"RXX_AIPW",-39.153767121764,-46.1053578893826,50.081572838429,50.9496488161586,59.6373326416597,59.0581186635327
"XEE_AIPW",7.51350260965282,7.61274632049027,29.944737883013,19.9617743154763,101.1380378488,79.3209596181404
"XEM_AIPW",7.03294415884925,-1.89685714579665,18.3149780859396,11.1253279802138,33.9989705356454,26.256051432611
"XER_AIPW",-45.4702166867166,-49.3228699220242,45.4702166867166,49.3228699220242,52.5097236570512,53.1161689686964
"XME_AIPW",6.55994211892275,4.62362526523312,31.9176937480749,26.1062100923121,99.6001429705216,84.4553484805524
"XMM_AIPW",6.03031844135036,-1.00551262130007,24.3890886966406,21.7717090338176,38.5259174883123,35.0854336559438
"XMR_AIPW",-46.6658625766539,-50.9327986152987,47.2272965296752,50.9327986152987,55.7056671651707,54.6709223804467
"XRE_AIPW",0.147733843869247,-1.32851789340079,30.4795374845017,21.2177515330797,96.4342290821113,82.6375993090958
"XRM_AIPW",1.3204533038503,-5.15949236216154,24.2770040221474,20.8818031717551,37.9891965610816,33.1211509704491
"XRR_AIPW",-49.4837750810799,-53.4233714111037,49.8030593682082,53.4233714111037,57.5545292379364,57.0235338938409
"XXE_AIPW",-0.435910202461913,-1.64486813643015,30.9108157887699,22.3625958329157,97.5216097327382,83.2113586758058
"XXM_AIPW",1.91785215843489,-4.53799254789658,24.2606573344628,20.6724748976987,38.1634527928796,33.055355045075
"XXR_AIPW",-49.8921005453699,-53.7793863461842,50.2571054963523,53.7793863461842,57.972318384192,57.3934434854302
"Dir_tau",-6.17670602076231,-1.43686501344102,17.8396905221589,10.6173762006452,211.89353051731,160.462445957591
