utmx	utmy	lon	lat	huc	eco	elev	anc	5huc
53.5104	485.591	-74.56321	43.85546	4150305	1	560	98.3	41503
54.4047	491.249	-74.44721	44.36436	4150306	1	540	113.2	41503
54.4047	491.249	-74.44721	44.36436	4150306	1	540	127	41503
54.4047	491.249	-74.44721	44.36436	4150306	1	540	96.3	41503
54.4822	491.115	-74.43761	44.35226	4150306	1	536	8.9	41503
54.4822	491.115	-74.43761	44.35226	4150306	1	536	7.1	41503
54.4822	491.115	-74.43761	44.35226	4150306	1	536	2.2	41503
52.4395	492.965	-74.69303	44.51976	4150306	1	415	6	41503
52.4395	492.965	-74.69303	44.51976	4150306	1	415	1.5	41503
55.4383	491.626	-74.31711	44.39756	4150306	1	668	1.4	41503
55.4383	491.626	-74.31711	44.39756	4150306	1	668	0	41503
55.5625	491.821	-74.30131	44.41506	4150306	1	534	116	41503
55.6691	491.839	-74.2879	44.41656	4150306	1	516	45.3	41503
55.7942	491.823	-74.2722	44.41506	4150306	1	487	189.2	41503
54.1467	492.222	-74.47881	44.45206	4150306	1	495	107	41503
55.183	495.061	-74.34571	44.70695	4150307	1	471	946.5	41503
55.2475	495.026	-74.33761	44.70375	4150307	1	428	397	41503
17.2091	469.254	-78.97886	42.31606	5010002	6	546	706.15	50100
17.2091	469.254	-78.97886	42.31606	5010002	6	546	936	50100
